Team,AdjDP,AwardsAdj,TotalDP,AwardsTotal,Playoff,BestPlayoff,Alliance,BestAlliance,Qual,BestQual,AdjPlayoff,AdjAlliance,AdjQual,Awards,AdjAwards,NumEvents
1482,20.92945502686358,24.007316060225868,34,39,0,0,9,9,25,14,5.540149860052123,0.0,15.389305166811454,5,3.0778610333622907,2
2013,68.58617463459552,74.27011175900951,181.0,196.0,52.0,30,49.8,16,79.2,21,18.870671253054457,19.70431536463518,30.011188016905887,15.0,5.683937124413993,4
2130,25.0,30.0,25,30,0,0,11,11,14,14,11.0,0.0,14.0,5,5.0,1
216,31.978950917265916,31.978950917265916,69,69,20,10,15,12,34,14,6.951945851579547,9.269261135439397,15.757743930246974,0,0.0,3
244,12.976965589615153,12.976965589615153,28,28,0,0,0,0,28,10,0.0,0.0,12.976965589615155,0,0.0,3
288,27.807783406318187,27.807783406318187,60,60,0,0,20,10,40,16,9.269261135439397,0.0,18.538522270878794,0,0.0,3
3211,50.33208796543592,61.73327916202637,108.6,133.2,22.0,10,32.6,15,54.0,18,15.108895650766216,10.196187248983335,25.02700506568637,24.6,11.401191196590458,3
3216,21.0,21.0,21,21,0,0,7,7,14,14,7.0,0.0,14.0,0,0.0,1
3354,21.545027233536036,24.62288826689833,35,40,0,0,10,10,25,16,6.155722066724581,0.0,15.389305166811454,5,3.0778610333622907,2
3933,21.545027233536036,21.545027233536036,35,35,10,10,2,2,23,15,1.2311444133449163,6.155722066724581,14.158160753466538,0,0.0,2
4010,26.602779458711066,32.62779919674667,57.4,70.4,0.0,0,16.0,9,41.4,15,7.415408908351517,0.0,19.18737055035955,13.0,6.025019738035607,3
4334,85.09181722333365,89.72644779105335,183.6,193.6,72.0,30,47.6,16,64.0,22,22.060841502345763,33.369340087581826,29.661635633406068,10.0,4.634630567719698,3
4497,20.0,20.0,20,20,0,0,8,8,12,12,8.0,0.0,12.0,0,0.0,1
4604,13.0,23.0,13,23,0,0,0,0,13,13,0.0,0.0,13.0,10,10.0,1
4613,61.54789393931759,68.49983979089714,132.8,147.8,50.0,30,30.0,16,52.8,21,13.903891703159093,23.17315283859849,24.470849397560006,15.0,6.951945851579547,3
4625,28.193207065598582,28.193207065598582,45.8,45.8,30.0,30,1.0,1,14.8,10,0.6155722066724582,18.467166200173743,9.110468658752382,0.0,0.0,2
4627,36.93433240034749,36.93433240034749,60,60,10,10,15,15,35,20,9.233583100086872,6.155722066724581,21.545027233536036,0,0.0,2
4633,8.0,8.0,8,8,0,0,0,0,8,8,0.0,0.0,8.0,0,0.0,1
4634,39.0,39.0,39,39,10,10,12,12,17,17,12.0,10.0,17.0,0,0.0,1
4733,10.0,10.0,10,10,0,0,0,0,10,10,0.0,0.0,10.0,0,0.0,1
5015,26.0,31.0,26,31,10,10,5,5,11,11,5.0,10.0,11.0,5,5.0,1
5064,4.0,4.0,4,4,0,0,0,0,4,4,0.0,0.0,4.0,0,0.0,1
5078,28.0,28.0,28,28,0,0,11,11,17,17,11.0,0.0,17.0,0,0.0,1
5117,7.0,7.0,7,7,0,0,0,0,7,7,0.0,0.0,7.0,0,0.0,1
5118,7.0,7.0,7,7,0,0,0,0,7,7,0.0,0.0,7.0,0,0.0,1
5597,5.0,5.0,5,5,0,0,0,0,5,5,0.0,0.0,5.0,0,0.0,1
5630,15.0,15.0,15,15,0,0,4,4,11,11,4.0,0.0,11.0,0,0.0,1
5725,31.0,31.0,31,31,0,0,13,13,18,18,13.0,0.0,18.0,0,0.0,1
5897,21.66814167487053,26.592719328250194,35.2,43.2,0.0,0,13.0,13,22.2,15,8.002438686741955,0.0,13.66570298812857,8.0,4.924577653379665,2
6008,9.0,9.0,9,9,0,0,0,0,9,9,0.0,0.0,9.0,0,0.0,1
6041,12.0,12.0,12,12,0,0,0,0,12,12,0.0,0.0,12.0,0,0.0,1
6082,37.05744684168199,40.135307875044276,60.2,65.2,20.0,20,14.0,14,26.2,19,8.618010893414414,12.311444133449163,16.127991814818404,5.0,3.0778610333622907,2
6106,24.62288826689833,27.700749300260618,40,45,10,10,4,4,26,14,2.4622888266898326,6.155722066724581,16.00487737348391,5,3.0778610333622907,2
6169,17.0,22.0,17,22,0,0,6,6,11,11,6.0,0.0,11.0,5,5.0,1
6178,36.0,36.0,36,36,20,20,3,3,13,13,3.0,20.0,13.0,0,0.0,1
6188,6.0,11.0,6,11,0,0,0,0,6,6,0.0,0.0,6.0,5,5.0,1
118,91.17035147560044,96.85428860001444,240.6,255.6,90.0,30,66.0,16,84.6,22,25.00932334742157,34.10362274648396,32.05740538169492,15.0,5.683937124413993,4
1251,25.49046812245834,25.49046812245834,55,55,0,0,11,11,44,17,5.098093624491668,0.0,20.39237449796667,0,0.0,3
1466,25.854032680243243,25.854032680243243,42,42,0,0,12,12,30,18,7.386866480069498,0.0,18.467166200173743,0,0.0,2
1539,14.773732960138997,14.773732960138997,24,24,0,0,0,0,24,12,0.0,0.0,14.773732960138997,0,0.0,2
16,75.82255608789426,80.45718665561395,163.6,173.6,60.0,30,45.2,16,58.4,22,20.948530166093036,27.807783406318187,27.066242515483037,10.0,4.634630567719698,3
1706,27.08517709358816,30.16303812695045,44,49,10,10,16,10,18,10,9.84915530675933,6.155722066724581,11.080299720104247,5,3.0778610333622907,2
179,84.72855606793125,92.30713890048324,223.6,243.6,72.0,30,62.6,16,89.0,22,23.720964265887734,27.28289819718717,33.72469360485636,20.0,7.578582832551991,4
1902,28.17855385173576,32.81318441945546,60.8,70.8,0.0,0,17.0,9,43.8,17,7.878871965123487,0.0,20.299681886612277,10.0,4.634630567719698,3
2190,9.0,9.0,9,9,0,0,0,0,9,9,0.0,0.0,9.0,0,0.0,1
2783,39.765130271035005,45.790150009070615,85.8,98.8,10.0,10,23.0,13,52.8,19,10.659650305755305,4.634630567719698,24.470849397560006,13.0,6.025019738035607,3
